602,24,0.50569,20.8539
599,24,1.984237,19.3697
630,76,2.918245,18.9509
574,10,0.606804,20.656
622,82,3.885867,18.64
629,75,7.37737,17.944
621,65,2.981276,18.9277
632,58,14.808682,17.1875
603,32,2.071641,19.3229
602,14,2.463078,19.135
627,65,4.12562,18.575
616,32,0.634935,20.6068
639,66,1.649186,19.5705
635,18,0.742288,20.4372
580,17,3.333686,18.8064
627,78,0.387007,21.1443
661,24,0.379453,21.1657
619,54,1.217484,19.9
617,11,0.878246,20.2546
627,12,4.710771,18.431
648,52,3.48406,18.7585
615,3,1.008833,20.1041
621,46,1.526258,19.6546
612,49,0.993617,20.1206
648,34,0.906102,20.2207
602,25,4.446423,18.4937
622,30,1.103319,20.0069
572,9,0.589668,20.6871
666,7,1.192402,19.9226
625,69,1.056088,20.0544
612,2,2.930096,18.9465
605,57,1.945509,19.3911
670,6,0.632775,20.6105
662,29,0.485024,20.8992
614,70,0.381275,21.1605
616,63,1.558649,19.6318
579,14,0.408056,21.0868
657,2,0.871236,20.2633
642,8,1.226149,19.8923
582,29,0.395475,21.1208
637,59,1.423595,19.7302
621,72,1.326982,19.8065
575,15,0.76077,20.4105
654,8,4.468594,18.4883
646,8,2.163493,19.2758
606,20,0.67872,20.5344
622,52,0.636106,20.6048
575,4,0.463066,20.9495
601,25,0.452191,20.9753
456,45,0.605575,20.6582
514,18,0.697801,20.5043
438,21,1.813642,19.4673
513,20,0.800671,20.355
474,26,1.293077,19.8346
450,27,0.393404,21.1265
483,47,1.724688,19.5219
475,25,0.477929,20.9152
485,11,0.415834,21.0663
508,14,0.472937,20.9266
479,10,1.492202,19.6791
487,51,3.831136,18.6554
449,25,2.091003,19.3128
528,10,0.789831,20.3698
471,54,1.439815,19.7179
516,36,1.231582,19.8875
524,29,4.881719,18.3923
523,2,0.877518,20.2555
461,43,3.411655,18.7813
438,21,6.821814,18.029
476,24,7.93493,17.8649
496,28,1.479065,19.6887
456,31,1.513937,19.6634
510,43,1.667515,19.5585
460,8,88.323137,15.2487
459,25,4.709903,18.4312
487,59,4.210073,18.553
474,54,1.120525,19.9901
491,17,0.7762,20.3887
493,42,0.399834,21.1089
470,50,0.505131,20.8551
508,48,0.501054,20.8639
539,10,0.486456,20.896
492,43,1.308413,19.8218
474,48,1.213118,19.9039
478,1,0.838871,20.3044
509,44,38.698746,16.1446
510,27,0.391669,21.1313
436,21,0.461575,20.953
509,30,2.025228,19.3475
453,38,0.40046,21.1072
576,108,2.205951,19.2547
573,150,1.702591,19.5359
594,125,129.910039,14.8298
573,136,2.124002,19.2958
