602,24,1.213006,19.904
599,24,3.79671,18.6652
630,76,6.715828,18.046
574,10,1.3885,19.7573
622,82,5.918571,18.1832
629,75,14.637812,17.2001
621,65,5.0612,18.3531
632,58,24.595023,16.6367
603,32,3.29522,18.819
602,14,3.773352,18.6719
627,65,6.211234,18.1308
616,32,1.42964,19.7256
639,66,3.016078,18.9151
635,18,1.295939,19.8322
580,17,5.217401,18.3201
627,78,0.933808,20.188
661,24,0.915919,20.209
619,54,2.10511,19.3055
617,11,1.442736,19.7157
627,12,7.17102,17.9748
648,52,5.406235,18.2815
615,3,1.773663,19.4915
621,46,2.471259,19.1314
612,49,1.795194,19.4784
648,34,1.654054,19.5673
602,25,9.009607,17.727
622,30,2.118141,19.2988
572,9,1.48973,19.6809
666,7,2.349834,19.1861
625,69,1.749327,19.5065
612,2,4.314894,18.5263
605,57,3.402554,18.7842
670,6,1.012277,20.1004
662,29,1.154256,19.9579
614,70,0.920995,20.203
616,63,2.477869,19.1285
579,14,0.983238,20.132
657,2,1.475256,19.6915
642,8,2.280744,19.2185
582,29,0.953801,20.165
637,59,2.313113,19.2032
621,72,2.386259,19.1694
575,15,1.899296,19.4172
654,8,6.605401,18.064
646,8,3.314397,18.8127
606,20,1.204212,19.9119
622,52,1.334459,19.8004
575,4,0.761681,20.4092
601,25,1.087078,20.023
456,45,1.18747,19.9271
514,18,2.009249,19.3561
438,21,4.221722,18.55
513,20,2.037015,19.3412
474,26,2.607591,19.0731
450,27,0.949419,20.17
483,47,2.7067,19.0326
475,25,1.147789,19.964
485,11,1.001519,20.112
508,14,0.824394,20.3233
479,10,4.338007,18.5205
487,51,5.781178,18.2087
449,25,3.504336,18.7522
528,10,1.29046,19.8368
471,54,2.492519,19.1221
516,36,2.310132,19.2046
524,29,7.174985,17.9742
523,2,1.490828,19.6801
461,43,5.113682,18.3419
438,21,12.851487,17.3414
476,24,12.812484,17.3447
496,28,2.309281,19.205
456,31,2.731243,19.0228
510,43,3.889448,18.639
460,8,153.195577,14.6508
459,25,7.05246,17.9929
487,59,6.407057,18.0971
474,54,1.933896,19.3976
491,17,1.504069,19.6705
493,42,0.964402,20.153
470,50,1.254827,19.8672
508,48,1.469559,19.6957
539,10,0.837636,20.306
492,43,2.784844,19.0017
474,48,2.080245,19.3184
478,1,1.777588,19.4891
509,44,66.586849,15.5554
510,27,0.945056,20.175
436,21,1.109331,20.001
509,30,3.150384,18.8678
453,38,0.96618,20.151
576,108,3.437837,18.773
573,150,2.799245,18.9961
594,125,228.189008,14.2182
573,136,4.719457,18.429
584,44,0.945927,20.174
597,62,3.058601,18.8999
553,2,8.61281,17.7759
521,70,1.097137,20.013
526,127,1.701493,19.5366
539,128,1.836504,19.4537
601,112,2.372233,19.1758
557,111,2.33796,19.1916
517,113,1.401994,19.7468
527,116,2.517205,19.1114
536,119,2.151569,19.2818
509,106,4.095708,18.5829
560,132,1.38914,19.7568
528,76,2.644598,19.0578
609,98,11.505647,17.4615
599,87,97.435357,15.1421
547,100,1.577134,19.619
496,102,2.325932,19.1972
611,90,3.977484,18.6147
584,90,2.508641,19.1151
563,90,4.459959,18.4904
612,94,9.416874,17.679
577,95,3.935212,18.6263
578,30,1.715973,19.5274
583,50,0.928319,20.1944
585,101,1.517008,19.6612
557,85,2.954215,18.9376
604,71,1.743054,19.5104
546,157,1.67892,19.5511
531,38,1.00429,20.109
552,18,1.692896,19.5421
570,18,9.328817,17.6892
572,93,1.470643,19.6949
536,19,1.402898,19.7461
579,58,1.319669,19.8125
572,79,0.973326,20.143
620,87,1.661077,19.5627
550,135,2.267965,19.2246
545,65,6.011422,18.1663
563,47,5.456764,18.2714
583,58,1.029579,20.082
545,49,1.40445,19.7449
598,87,2.404793,19.161
585,121,4.027622,18.6011
571,55,2.275917,19.2208
539,57,1.287373,19.8394
546,139,0.871477,20.263
595,92,1.127876,19.983
537,31,3.457207,18.7669
520,90,1.99652,19.363
584,39,5.914212,18.184
551,10,1.488769,19.6816
571,152,1.546067,19.6406
575,29,2.321865,19.1991
575,81,0.627089,20.6203
560,143,1.386072,19.7592
513,94,0.882463,20.2494
528,139,0.778133,20.386
586,66,14.914083,17.1798
535,78,1.357018,19.7822
555,127,12.168365,17.4007
579,35,0.949419,20.17
524,63,2.063072,19.3274
599,76,1.691804,19.5428
579,62,1.700553,19.5372
522,95,2.561409,19.0925
595,90,4.534519,18.4724
553,137,110.356835,15.0069
519,91,2.815276,18.9899
524,66,8.978127,17.7308
571,80,1.713446,19.529
551,143,3.826199,18.6568
553,173,1.086077,20.024
587,131,3.142848,18.8704
576,117,4.16533,18.5646
555,142,0.837096,20.3067
573,135,1.683721,19.548
541,152,1.422284,19.7312
534,45,1.160973,19.9516
538,153,1.918284,19.4064
543,42,5.587476,18.2457
566,147,1.72437,19.5221
562,149,3.677619,18.6998
516,56,1.438755,19.7187
579,106,1.671052,19.5562
583,41,7.423038,17.9373
567,112,1.138942,19.9724
585,106,0.959087,20.159
560,119,1.028631,20.083
566,118,1.782015,19.4864
605,108,1.267372,19.8564
582,120,0.864044,20.2723
531,137,1.048721,20.062
540,138,2.07355,19.3219
569,64,1.018918,20.0933
535,138,20.922028,16.8123
556,78,1.934965,19.397
524,107,1.663374,19.5612
513,116,0.932948,20.189
556,159,0.932089,20.19
572,20,1.121867,19.9888
497,72,0.804367,20.35
551,169,1.540239,19.6447
549,60,1.083979,20.0261
599,59,1.047756,20.063
555,76,5.581817,18.2468
591,54,15.882465,17.1115
538,52,1.031477,20.08
547,104,2.935229,18.9446
588,114,2.305243,19.2069
548,118,127.726894,14.8482
528,99,1.631358,19.5823
593,121,2.290639,19.2138
525,32,1.177992,19.9358
552,66,0.908358,20.218
591,98,1.436768,19.7202
510,92,2.863132,18.9716
566,125,5.064465,18.3524
543,91,4.297442,18.5307
614,94,8.825623,17.7494
523,70,10.567913,17.5538
580,88,2.929556,18.9467
585,91,2.488848,19.1237
524,80,62.354394,15.6267
511,103,4.218613,18.5508
